id,TARGET
EK202310119702,145.2392578125
EK202310143351,139.8759765625
EK202310144967,130.21484375
EK202310207097,134.4765625
EK202310193281,124.2861328125
EK202310223068,144.1220703125
EK202310158743,121.2763671875
EK202310142353,145.123046875
EK202310154024,149.2890625
EK202310136326,135.5205078125
EK202320006526,150.5263671875
EK202310240160,132.1591796875
EK202310230270,138.126953125
EK202310209591,133.548828125
EK202310201937,159.548828125
EK202310138686,146.146484375
EK202310125946,141.2529296875
EK202310112949,146.8173828125
EK202310128660,165.6669921875
EK202310223565,144.80078125
EK202310155372,153.001953125
EK202310229467,135.4580078125
EK202310232289,151.146484375
EK202310142439,160.2666015625
EK202310128595,130.619140625
EK202310228661,125.771484375
EK202310220811,137.775390625
EK202310104677,149.470703125
EK202310108708,145.8759765625
EK202310235044,123.80859375
EK202310141363,144.0732421875
EK202310174855,151.4951171875
EK202310154755,139.865234375
EK202310157326,141.9365234375
EK202310228659,145.2998046875
EK202310215026,160.529296875
EK202310177129,132.712890625
EK202310178830,158.1064453125
EK202310222959,129.7607421875
EK202320007347,137.61328125
EK202310153807,153.6845703125
EK202310165563,160.2763671875
EK202310240070,128.0810546875
EK202310171642,132.5830078125
EK202310221419,141.228515625
EK202310210258,146.08984375
EK202310108225,136.6064453125
EK202310156515,137.9833984375
EK202320006021,176.9951171875
EK202310214746,144.5107421875
EK202310166648,152.486328125
EK202310243041,144.2900390625
EK202310227731,107.4970703125
EK202310118513,134.1005859375
EK202310240129,145.6796875
EK202310140813,144.6474609375
EK202310181628,151.578125
EK202310126085,132.40625
EK202310246101,146.5712890625
EK202310113312,134.3251953125
EK202310217968,134.1025390625
EK202310213114,136.32421875
EK202310219800,143.9921875
EK202310184495,140.390625
EK202310119316,132.373046875
EK202310180007,141.724609375
EK202310199156,138.359375
EK202310177234,146.9033203125
EK202310226743,139.5732421875
EK202310189141,137.6845703125
EK202320006005,145.2119140625
EK202310227823,134.03515625
EK202310174022,145.5224609375
EK202310134374,144.052734375
EK202310200180,121.8408203125
EK202310161433,149.787109375
EK202310121700,141.966796875
EK202310237451,140.12109375
EK202310192827,160.1689453125
EK202310160428,156.6015625
EK202310205223,146.0361328125
EK202310111659,161.3076171875
EK202310218773,149.7685546875
EK202310161247,137.939453125
EK202310109618,141.8271484375
EK202310155619,141.78515625
EK202310135096,159.5185546875
EK202310188704,146.77734375
EK202310198311,154.2197265625
EK202310138345,135.8876953125
EK202310187653,135.203125
EK202310223676,152.9560546875
EK202310165688,129.078125
EK202310104779,145.580078125
EK202320007241,172.779296875
EK202310247012,124.2197265625
EK202310115649,133.8740234375
EK202310158687,141.5048828125
EK202310139898,143.275390625
EK202310183012,143.880859375
EK202310189323,179.458984375
EK202310236084,133.3642578125
EK202310187745,147.7099609375
EK202310213754,149.1201171875
EK202310207691,135.8720703125
EK202310213360,137.6318359375
EK202310134511,133.9599609375
EK202310162421,138.923828125
EK202310137854,136.2685546875
EK202310150901,135.921875
EK202310114810,138.388671875
EK202310110564,132.876953125
EK202310188498,111.0595703125
EK202310122137,143.5244140625
EK202310234827,142.640625
EK202310123845,150.4365234375
EK202310117679,155.107421875
EK202310226733,137.748046875
EK202310146806,140.3779296875
EK202310186532,138.4658203125
EK202310198523,128.9091796875
EK202310169242,149.9951171875
EK202310189605,142.5458984375
EK202310177460,147.90234375
EK202310156053,141.3837890625
EK202310138997,138.9365234375
EK202310231114,129.8271484375
EK202310147763,135.5908203125
EK202310119709,153.8330078125
EK202310121129,148.369140625
EK202310137901,138.3037109375
EK202310144077,149.4580078125
EK202310110337,127.6162109375
EK202310184408,133.130859375
EK202310215841,114.9072265625
EK202310157214,153.0205078125
EK202310193140,129.5400390625
EK202310216105,137.1298828125
EK202310246420,124.3701171875
EK202310118424,126.494140625
EK202310144290,139.134765625
EK202310236171,138.37109375
EK202310161913,146.7861328125
EK202310116195,143.36328125
EK202310140252,132.7255859375
EK202310238025,149.7109375
EK202310146861,139.4931640625
EK202310125756,137.212890625
EK202310211082,132.6064453125
EK202310202590,121.935546875
EK202310212292,144.248046875
EK202310151188,141.6591796875
EK202310186431,179.4345703125
EK202310197054,142.9287109375
EK202310229535,134.7626953125
EK202310237693,127.330078125
EK202310127899,139.740234375
EK202310125513,126.87890625
EK202310143417,151.318359375
EK202310114922,141.548828125
EK202310185011,147.16015625
EK202310157380,144.5556640625
EK202310242841,137.1904296875
EK202310128764,115.21484375
EK202310160302,134.427734375
EK202310132265,134.1787109375
EK202310142152,139.90625
EK202310184138,145.59375
EK202310218922,146.322265625
EK202310105732,136.1416015625
EK202310202421,134.7763671875
EK202310204745,131.857421875
EK202310231651,137.640625
EK202310206373,147.302734375
EK202310231327,144.0908203125
EK202310129440,137.115234375
EK202310229405,151.765625
EK202310233561,138.560546875
EK202310141433,160.654296875
EK202310164651,146.3271484375
EK202310201935,142.021484375
EK202310184574,126.703125
EK202310223915,154.4658203125
EK202310200908,162.287109375
EK202310128941,146.0751953125
EK202310186952,143.984375
EK202310193974,154.5458984375
EK202310169879,159.458984375
EK202310172093,131.2783203125
EK202310184529,122.220703125
EK202310230089,139.623046875
EK202310181118,150.560546875
EK202310204225,156.583984375
EK202310112100,138.986328125
EK202310222373,163.4404296875
EK202310182126,145.0546875
EK202310169072,141.0751953125
EK202310203100,145.8310546875
EK202310228065,159.0693359375
EK202310003374,125.1064453125
EK202310231993,142.546875
EK202310166999,149.3466796875
EK202310113561,157.1416015625
EK202310150384,157.1767578125
EK202310204151,148.81640625
EK202310243179,159.822265625
EK202310229664,137.3427734375
EK202310214850,139.978515625
EK202310203348,156.9521484375
EK202310146725,128.3828125
EK202310134763,129.2177734375
EK202310145729,160.7451171875
EK202310246535,138.107421875
EK202310141577,134.1484375
EK202310216160,133.55078125
EK202310116782,133.236328125
EK202310211327,143.66015625
EK202310204090,147.48046875
EK202310175898,158.962890625
EK202310226259,146.732421875
EK202310151274,134.947265625
EK202310154215,143.9189453125
EK202310174277,146.8740234375
EK202320006496,161.6982421875
EK202310141969,150.3154296875
EK202320005622,137.8525390625
EK202310157093,144.7060546875
EK202310139909,145.75
EK202310209908,137.4326171875
EK202310218730,134.7099609375
EK202310229718,128.3056640625
EK202310111615,137.99609375
EK202310138168,135.947265625
EK202310162118,162.0048828125
EK202310164185,132.9140625
EK202310123341,137.75
EK202310154152,129.505859375
EK202310169662,139.65625
EK202310195289,139.1708984375
EK202310247758,162.8203125
EK202310223580,134.30078125
EK202310104690,140.765625
EK202310234439,132.2919921875
EK202310225052,179.2490234375
EK202310139674,154.298828125
EK202310186662,124.4775390625
EK202310198339,150.0771484375
EK202310219978,146.9501953125
EK202310205279,141.2744140625
EK202310241147,152.7646484375
EK202310225981,165.3291015625
EK202310168112,142.5400390625
EK202310226106,147.96484375
EK202310116095,135.611328125
EK202310114593,138.5283203125
EK202310175636,137.734375
EK202310117905,159.6240234375
EK202310200614,155.6533203125
EK202310137390,139.6640625
EK202310196458,153.5087890625
EK202310212839,155.2890625
EK202310149449,160.9306640625
EK202310172721,149.6455078125
EK202310133382,127.6650390625
EK202310171991,159.9873046875
EK202310178147,148.3662109375
EK202310210822,123.9033203125
EK202310169958,149.6328125
EK202310216612,139.4697265625
EK202310190351,143.9482421875
EK202310128333,145.1875
EK202310156052,140.708984375
EK202310207300,137.115234375
EK202310148098,141.5078125
EK202310236834,153.9892578125
EK202310206502,133.5380859375
EK202310232490,148.212890625
EK202310115920,140.12109375
EK202310155557,142.267578125
EK202310118792,157.07421875
EK202310213449,151.2978515625
EK202310157956,142.201171875
EK202310202461,156.0009765625
EK202310210080,162.5791015625
EK202310123713,143.666015625
EK202310138636,152.228515625
EK202310197194,147.224609375
EK202310136131,171.06640625
EK202310194280,139.318359375
EK202310144073,174.8369140625
EK202310196767,160.7392578125
EK202310152659,138.9208984375
EK202310119318,128.95703125
EK202310175079,146.822265625
EK202310246973,146.71484375
EK202310177069,131.4990234375
EK202310228915,136.4072265625
EK202310237967,135.5546875
EK202310004766,136.18359375
EK202310197580,168.7255859375
EK202310163370,160.7392578125
EK202310126258,121.0078125
EK202320006245,167.826171875
EK202310214455,145.77734375
EK202310225077,169.7490234375
EK202310121345,135.5595703125
EK202310118753,120.9697265625
EK202310209148,146.943359375
EK202310235651,128.7685546875
EK202310195584,150.2216796875
EK202310131541,139.1484375
EK202310167958,159.5888671875
EK202310232848,131.88671875
EK202310112373,135.1357421875
EK202310247588,161.6455078125
EK202310124781,145.6826171875
EK202310187345,163.3251953125
EK202310117200,150.537109375
EK202310103838,126.1376953125
EK202310123310,132.0810546875
EK202310193567,145.0576171875
EK202310176987,145.3662109375
EK202310217483,122.88671875
EK202310219653,119.7861328125
EK202310189258,152.2138671875
EK202310213235,146.4326171875
EK202310148485,140.7412109375
EK202310243846,127.296875
EK202310157685,144.3984375
EK202310228217,185.8076171875
EK202310167414,157.2744140625
EK202310116553,124.0615234375
EK202310154306,142.861328125
EK202310218246,142.0634765625
EK202310214924,154.005859375
EK202310124301,141.7216796875
EK202310132969,131.4990234375
EK202310116665,150.9892578125
EK202310126109,149.0634765625
EK202310246626,145.9111328125
EK202310165655,121.697265625
EK202310222900,137.4580078125
EK202310183920,141.4345703125
EK202310188655,139.0478515625
EK202310140837,150.5732421875
EK202310110105,124.7177734375
EK202310166926,158.67578125
EK202310222571,155.75390625
EK202310130862,153.9873046875
EK202310159918,148.041015625
EK202310191732,174.8125
EK202310154430,165.943359375
EK202310209379,135.4365234375
EK202310242826,162.99609375
EK202310127621,134.3017578125
EK202310144269,147.8564453125
EK202310168554,170.1689453125
EK202310225096,123.9716796875
EK202310004191,134.9833984375
EK202310198832,128.8935546875
EK202310166122,169.4619140625
EK202310197812,170.8896484375
EK202310173577,133.7587890625
EK202310107780,127.849609375
EK202310200080,139.607421875
EK202310244832,151.9033203125
EK202310153701,155.9384765625
EK202310248897,151.3310546875
EK202310238758,148.60546875
EK202310180956,165.306640625
EK202310133597,172.4130859375
EK202310165926,142.5458984375
EK202310113563,154.67578125
EK202310219177,144.8876953125
EK202310215546,143.52734375
EK202310239803,133.4228515625
EK202310170081,123.6083984375
EK202310206625,147.966796875
EK202310104069,135.697265625
EK202310186393,166.8583984375
EK202310173267,137.6689453125
EK202310110426,141.466796875
EK202310164765,137.59765625
EK202310158220,130.6318359375
EK202310168816,142.548828125
EK202310204071,148.166015625
EK202310157259,141.78515625
EK202310156843,143.8935546875
EK202310223529,129.2060546875
EK202310149961,152.193359375
EK202310108241,127.779296875
EK202310168245,142.0341796875
EK202310191021,141.189453125
EK202310165776,136.98046875
EK202310172874,146.41796875
EK202310163779,132.5869140625
EK202310188731,163.9775390625
EK202310105850,146.2265625
EK202310129025,155.1708984375
EK202310122251,135.9736328125
EK202310233739,128.7705078125
EK202310145467,147.708984375
EK202310125541,132.6171875
EK202310128736,145.4873046875
EK202310157339,146.8955078125
EK202310204674,155.517578125
EK202310199931,131.0966796875
EK202310159776,153.6689453125
EK202310233618,159.0048828125
EK202310209554,167.392578125
EK202310147590,156.37890625
EK202310233558,124.8046875
EK202310141475,148.2041015625
EK202310192184,130.5078125
EK202310121465,125.8515625
EK202310144674,158.865234375
EK202310225145,147.8212890625
EK202310211862,129.9609375
EK202310218476,131.5302734375
EK202310227106,160.23828125
EK202310184475,128.9365234375
EK202310132027,138.2255859375
EK202310134826,135.1611328125
EK202310182784,163.05859375
EK202310236142,105.4755859375
EK202310215997,168.9462890625
EK202310218885,152.6123046875
EK202310189497,136.623046875
EK202310242392,133.009765625
EK202310139831,131.5654296875
EK202310159899,123.7138671875
EK202320007536,158.7548828125
EK202310205864,152.6533203125
EK202310205412,152.2080078125
EK202310178623,152.3974609375
EK202310144137,142.1767578125
EK202310156851,145.111328125
EK202310200692,126.619140625
EK202310221442,147.6083984375
EK202310225402,136.5673828125
EK202310128314,146.2041015625
EK202310135585,149.767578125
EK202310230304,155.673828125
EK202310106564,139.859375
EK202310195276,121.6552734375
EK202310168561,137.3916015625
EK202310238035,152.01953125
EK202310210412,132.537109375
EK202310193015,148.8701171875
EK202310160429,155.8095703125
EK202310203227,138.87890625
EK202310144260,137.2802734375
EK202310231994,144.9169921875
EK202310169556,142.9072265625
EK202310112231,147.302734375
EK202310179305,121.0439453125
EK202310111693,136.1337890625
EK202310163778,150.322265625
EK202310197562,158.451171875
EK202310147780,145.2802734375
EK202310165497,176.5888671875
EK202310191527,138.8525390625
EK202310106149,131.59375
EK202310179787,116.67578125
EK202310247018,163.490234375
EK202310177578,157.671875
EK202310138872,169.0
EK202310204378,131.1728515625
EK202310146296,136.5908203125
EK202310110160,135.4677734375
EK202310179095,159.3671875
EK202310220481,117.27734375
EK202310227227,160.6474609375
EK202310234336,155.9345703125
EK202310145809,131.2890625
EK202310209306,147.537109375
EK202310225649,133.384765625
EK202310226704,153.7900390625
EK202310157072,151.4228515625
EK202310121530,133.72265625
EK202310165600,138.3212890625
EK202310197233,147.818359375
EK202310184332,132.9052734375
EK202310143743,143.2001953125
EK202310154640,142.17578125
EK202310158286,133.2978515625
EK202310123880,140.5712890625
EK202310182423,164.380859375
EK202310124053,131.1259765625
EK202310206144,139.0048828125
EK202310140890,157.71484375
EK202310127015,130.755859375
EK202310134941,147.537109375
EK202310119304,140.5185546875
EK202310212796,141.77734375
EK202310108377,124.966796875
EK202310174180,137.3505859375
EK202310239157,144.4990234375
EK202310216632,150.1005859375
EK202310172285,136.8115234375
EK202310150279,160.068359375
EK202310186491,110.373046875
EK202310197932,143.6962890625
EK202310120172,132.97265625
EK202310216664,148.732421875
EK202320006884,162.3740234375
EK202310178918,147.4111328125
EK202310144935,139.4140625
EK202310141510,131.73046875
EK202310216762,139.2587890625
EK202310106406,127.357421875
EK202310111996,122.0751953125
EK202310208681,138.931640625
EK202310226247,128.7470703125
EK202310113253,161.2744140625
EK202310122999,144.92578125
EK202310155079,159.59375
EK202310160222,132.234375
EK202310210742,134.16015625
EK202310156801,148.947265625
EK202310159360,151.525390625
EK202310180024,134.3173828125
EK202310213928,142.3837890625
EK202310152334,134.576171875
EK202310245937,125.53515625
EK202310164808,160.865234375
EK202310146870,138.32421875
EK202310163950,150.09375
EK202310195716,141.4658203125
EK202310150305,150.3486328125
EK202310229713,135.373046875
EK202310188916,152.4775390625
EK202310121395,139.162109375
EK202310160376,131.36328125
EK202310244651,146.0595703125
EK202310150169,132.0693359375
EK202310110958,137.2763671875
EK202310143966,133.4443359375
EK202310221741,157.162109375
EK202310187012,153.7158203125
EK202310193822,179.7666015625
EK202310172094,142.1044921875
EK202310178633,150.3427734375
EK202310117674,136.8935546875
EK202310133805,139.1767578125
EK202310180948,164.5634765625
EK202310203849,143.25
EK202310149491,173.3984375
EK202310216830,161.4580078125
EK202310229432,128.298828125
EK202310109652,146.69140625
EK202310181925,167.3564453125
EK202310196245,140.087890625
EK202310248098,139.208984375
EK202310183221,167.080078125
EK202310196195,164.7373046875
EK202310197137,136.6748046875
EK202310110247,154.322265625
EK202310144126,137.875
EK202310156911,164.904296875
EK202310224215,140.9345703125
EK202310236337,148.134765625
EK202310188431,148.544921875
EK202310137114,167.2265625
EK202310115030,147.2626953125
EK202310117460,115.2060546875
EK202310162361,137.2578125
EK202310130281,174.9169921875
EK202310148428,144.00390625
EK202310163311,145.6025390625
EK202310145526,138.4453125
EK202310235374,127.2451171875
EK202310156223,147.7587890625
EK202310151269,140.060546875
EK202310150741,146.341796875
EK202310225372,156.35546875
EK202310133344,145.9580078125
EK202310127071,129.234375
EK202310152237,154.123046875
EK202310244229,128.6005859375
EK202310167190,149.115234375
EK202310154488,159.44921875
EK202310211108,130.3388671875
EK202310114416,159.775390625
EK202310222978,166.248046875
EK202310187337,168.490234375
EK202310195712,172.455078125
EK202310176238,158.3232421875
EK202310204719,159.0068359375
EK202310184298,142.5205078125
EK202310215525,146.5146484375
EK202310154861,129.7138671875
EK202310200739,122.509765625
EK202310242424,130.595703125
EK202310247300,129.1318359375
EK202310116475,134.7802734375
EK202310225458,131.33984375
EK202310126918,139.3115234375
EK202310185579,126.462890625
EK202310241455,134.8232421875
EK202310209465,141.955078125
EK202310142842,138.0556640625
EK202310185122,148.3837890625
EK202310223530,138.107421875
EK202310188514,137.0361328125
EK202310171731,138.55859375
EK202310130376,153.251953125
EK202310222189,130.662109375
EK202310106430,143.2666015625
EK202310127369,134.7060546875
EK202310236443,130.95703125
EK202310182405,151.5986328125
EK202310210187,131.6337890625
EK202310116888,133.546875
EK202310173132,159.8623046875
EK202310108743,135.60546875
EK202310125006,133.29296875
EK202310213574,133.3828125
EK202310165356,134.4951171875
EK202310149418,155.337890625
EK202310198882,127.4580078125
EK202310231320,139.0751953125
EK202310205653,145.18359375
EK202310198599,145.154296875
EK202310199963,135.3896484375
EK202310173699,135.6513671875
EK202310245726,127.3974609375
EK202320006040,176.37109375
EK202310154743,141.798828125
EK202310188160,134.7763671875
EK202310214367,165.4150390625
EK202310103702,128.044921875
EK202310127965,145.6962890625
EK202310203245,153.9130859375
EK202310139888,151.369140625
EK202310108972,141.6650390625
EK202310004612,127.685546875
EK202310143552,145.458984375
EK202310120024,154.25
EK202310221518,147.8515625
EK202310180966,167.671875
EK202310193489,139.8583984375
EK202310117005,128.61328125
EK202310213271,150.8974609375
EK202310120394,139.6513671875
EK202310183259,146.7255859375
EK202310125697,154.50390625
EK202310110553,145.158203125
EK202310150138,140.1962890625
EK202310169349,131.943359375
EK202310224959,128.7119140625
EK202310003872,143.1416015625
EK202310189922,156.193359375
EK202310196746,164.0205078125
EK202310189397,138.6396484375
EK202310154076,161.5751953125
EK202310003409,130.2822265625
EK202310132461,136.9462890625
EK202310114430,138.095703125
EK202310207939,139.1513671875
EK202310219274,128.8798828125
EK202310226342,153.5732421875
EK202310127397,139.0224609375
EK202310237125,130.296875
EK202310214068,161.7509765625
EK202310184942,154.5654296875
EK202310113334,130.0048828125
EK202310121808,124.4169921875
EK202310134472,134.4453125
EK202310213189,137.755859375
EK202310200986,136.7578125
EK202310183319,144.654296875
EK202310138451,124.4248046875
EK202310134480,127.548828125
EK202310248001,163.3896484375
EK202310215511,136.193359375
EK202310148692,167.986328125
EK202310003356,133.310546875
EK202310186363,136.39453125
EK202310117649,142.75390625
EK202310107222,131.126953125
EK202310140103,133.931640625
EK202310162055,172.2373046875
EK202310160543,148.7021484375
EK202310104526,137.74609375
EK202310111072,149.33984375
EK202310144115,141.287109375
EK202310227753,161.1865234375
EK202310168401,163.7275390625
EK202310225278,139.2177734375
EK202310121727,123.115234375
EK202310209068,152.6572265625
EK202310117324,140.67578125
EK202310119649,134.7646484375
EK202310154151,135.3583984375
EK202310235668,127.6123046875
EK202310197052,134.9140625
EK202310133218,145.294921875
EK202310228623,133.7919921875
EK202310236771,145.8935546875
EK202320007756,142.853515625
EK202310123680,133.927734375
EK202310153796,149.4443359375
EK202310184256,163.2763671875
EK202310189360,144.3212890625
EK202310169170,142.3486328125
EK202310238568,160.515625
EK202310147463,142.3046875
EK202310246348,130.5751953125
EK202310146645,136.0419921875
EK202310112043,129.95703125
EK202310126693,145.0537109375
EK202310105633,129.9716796875
EK202310108187,155.9208984375
EK202310142659,141.5009765625
EK202310154109,150.5400390625
EK202310187961,169.94140625
EK202310138151,134.443359375
EK202310145768,132.2841796875
EK202310204437,132.412109375
EK202310234444,134.09375
EK202310146920,131.25390625
EK202310191972,145.841796875
EK202310135664,134.9931640625
EK202310136647,168.0751953125
EK202310149136,139.9599609375
EK202310004755,130.1572265625
EK202310003806,134.2294921875
EK202320005862,151.1396484375
EK202310238222,128.2216796875
EK202310165638,144.876953125
EK202310195278,144.685546875
EK202310191050,140.6728515625
EK202310165081,183.416015625
EK202310141108,142.443359375
EK202310225501,134.005859375
EK202310190006,165.3984375
EK202310232901,166.384765625
EK202310183145,146.9619140625
EK202310133834,167.720703125
EK202310111865,139.830078125
EK202310233162,135.2021484375
EK202310144096,141.271484375
EK202310241460,152.4755859375
EK202310148061,144.3291015625
EK202310123096,134.6669921875
EK202310168745,134.2373046875
EK202310232533,137.1435546875
EK202310238139,143.8994140625
EK202310107671,147.3623046875
EK202310003635,142.54296875
EK202310160939,144.0146484375
EK202310165138,155.986328125
EK202310177363,153.01953125
EK202310140380,150.9130859375
EK202310127640,134.2822265625
EK202310145483,136.29296875
EK202310144142,144.6572265625
EK202310182466,157.365234375
EK202310134774,135.2978515625
EK202310239504,146.2470703125
EK202310179694,130.677734375
EK202310105818,143.5927734375
EK202310206801,142.4716796875
EK202310133427,137.4267578125
EK202310172349,126.9267578125
EK202310144166,148.294921875
EK202310118960,119.5048828125
EK202310199115,152.267578125
EK202310213777,156.69921875
EK202310232118,141.3857421875
EK202310204757,145.7802734375
EK202310241858,140.2724609375
EK202310204589,154.0947265625
EK202310224131,140.5712890625
EK202310160384,154.2470703125
EK202310158733,150.9208984375
EK202310139320,131.0947265625
EK202310186373,160.4248046875
EK202310207408,133.8779296875
EK202310202032,130.3828125
EK202310191726,138.67578125
EK202310237659,136.9873046875
EK202310202929,158.8115234375
EK202310138221,131.4326171875
EK202310213944,151.4658203125
EK202310217592,144.322265625
EK202310156873,144.0712890625
EK202310154026,130.52734375
EK202310227896,139.5576171875
EK202310165724,171.884765625
EK202310160534,129.4521484375
EK202310238733,148.3896484375
EK202310187242,162.060546875
EK202310160829,154.6630859375
EK202310160276,151.8837890625
EK202310137939,122.8984375
EK202310200291,137.4111328125
EK202310238138,130.9033203125
EK202310217144,143.3486328125
EK202310196491,145.3115234375
EK202320006298,151.25
EK202310228178,126.787109375
EK202310138802,134.072265625
EK202310240713,149.0205078125
EK202310175243,154.3935546875
EK202310207967,121.5888671875
EK202310107352,147.572265625
EK202310211309,136.4609375
EK202310131783,144.4375
EK202310166826,147.5986328125
EK202310112512,126.0458984375
EK202310153955,155.390625
EK202310223762,141.0771484375
EK202310220803,133.8046875
EK202310191806,130.029296875
EK202310139794,134.994140625
EK202310004495,141.52734375
EK202310165321,136.3134765625
EK202310152644,136.0732421875
EK202310107844,142.423828125
EK202310224636,138.353515625
EK202310182912,146.3603515625
EK202310227725,134.71484375
EK202310129401,135.5048828125
EK202310132710,132.2822265625
EK202310167591,153.1005859375
EK202310209362,138.0166015625
EK202310191553,164.0380859375
EK202310191129,137.4599609375
EK202310229273,137.1826171875
EK202310177141,149.6904296875
EK202310210987,126.5283203125
EK202310246808,122.5263671875
EK202310186424,140.6845703125
EK202310243671,149.525390625
EK202310157978,129.796875
EK202310141176,141.6728515625
EK202310166632,166.75
EK202310188518,150.625
EK202310176726,143.77734375
EK202310232858,171.125
EK202310203103,140.919921875
EK202310172581,134.521484375
EK202310129669,137.216796875
EK202310149026,151.9658203125
EK202310151271,144.619140625
EK202310164311,133.9990234375
EK202310193156,149.2060546875
EK202310183315,141.4794921875
EK202310129742,166.755859375
EK202310244163,143.65625
EK202310162820,136.119140625
EK202310158627,151.412109375
EK202310195793,136.7041015625
EK202310243898,163.533203125
EK202310211036,130.53515625
EK202310231066,131.0419921875
EK202310188792,150.951171875
EK202310181166,149.8857421875
EK202310240476,135.1845703125
EK202310197771,169.5654296875
EK202310141037,157.181640625
EK202310204780,130.7783203125
EK202310191058,158.0712890625
EK202310173228,148.234375
EK202310197491,152.146484375
EK202310156720,148.2119140625
EK202310244219,138.3857421875
EK202310119128,143.5693359375
EK202310241327,161.9794921875
EK202310152238,147.5458984375
EK202310179839,126.3115234375
EK202310238196,135.3154296875
EK202310153091,158.8427734375
EK202320006753,171.1845703125
EK202310123570,143.298828125
EK202310163341,136.0810546875
EK202310162440,155.2763671875
EK202310151053,136.05078125
EK202310188188,163.8271484375
EK202310127289,148.2353515625
EK202310248374,124.142578125
