file,label
54c8bb900.png,Charlock
5dcad9a53.png,Small-flowered Cranesbill
ef74dbcad.png,Scentless Mayweed
270b939cf.png,Common Chickweed
0c27cf05f.png,Loose Silky-bent
afcf6abd5.png,Small-flowered Cranesbill
e921021a8.png,Fat Hen
808578ed5.png,Charlock
30846890120582397950082072328896402690.png,horse
1f290e016.png,Shepherds Purse
a890ac088.png,Charlock
20e562fd5.png,Sugar beet
e7077322d.png,Scentless Mayweed
855955aaf.png,Small-flowered Cranesbill
b341d0aab.png,Common Chickweed
97b2f0a10.png,Small-flowered Cranesbill
159097802903600686184733580836417241116.png,dog
e4d5ec761.png,Loose Silky-bent
a4b61a4ea.png,Loose Silky-bent
e1a0e3202.png,Loose Silky-bent
30ad31220.png,Charlock
ab35453cb.png,Cleavers
1541bdb2e.png,Maize
13b9fa92d.png,Sugar beet
7691014a1.png,Small-flowered Cranesbill
214243591387724231452959121529049275470.png,dog
76dbd1054.png,Scentless Mayweed
ba3ce6b3e.png,Scentless Mayweed
25cf6eb73.png,Charlock
8e3ed0a25.png,Small-flowered Cranesbill
8c9953903.png,Fat Hen
6edb96d45.png,Cleavers
1d48b7564.png,Loose Silky-bent
6a47821f9.png,Loose Silky-bent
bb7621cb3.png,Fat Hen
d89db156f.png,Small-flowered Cranesbill
ac75d3326.png,Loose Silky-bent
32a8c8a1d.png,Loose Silky-bent
79fba50db.png,Common Chickweed
ffc6f8527.png,Common wheat
5b3000b9a.png,Maize
ad12382d4.png,Loose Silky-bent
98da6ef4e.png,Scentless Mayweed
b0acaff4a.png,Loose Silky-bent
60ee66ddd.png,Cleavers
ace8761dd.png,Common Chickweed
4ac29bbf0.png,Common Chickweed
ef9676433.png,Charlock
8e4eaeec0.png,Common Chickweed
486e59179.png,Common Chickweed
55a852f40.png,Common Chickweed
bebcaab66.png,Scentless Mayweed
bb64660b7.png,Sugar beet
90792613204647310434032512253572752883.png,cow
6049234e6.png,Fat Hen
7beb2766f.png,Scentless Mayweed
65e262a6d.png,Charlock
16568802823399926537993912978242608531.png,cow
5bdcfa329.png,Loose Silky-bent
5ca2687a4.png,Maize
b573b7a56.png,Loose Silky-bent
d2fd9df40.png,Loose Silky-bent
9b9911f20.png,Scentless Mayweed
d350a25fa.png,Common Chickweed
b47691c08.png,Scentless Mayweed
8e29abce1.png,Shepherds Purse
79920487282616616957785964286422285560.png,cow
99036c51d.png,Loose Silky-bent
110408828332335439225773811218593171507.png,cow
271476766091276706152172533427464969228.png,cat
f445fe6fb.png,Charlock
90b595f12.png,Common Chickweed
334776080465612835836895017467604431949.png,dog
43ede9de9.png,Charlock
29bab7cad.png,Common Chickweed
82b5f4d33.png,Shepherds Purse
785a73ab8.png,Common Chickweed
d2f0f326e.png,Shepherds Purse
809eb0b82.png,Charlock
11d3f68ff.png,Loose Silky-bent
b215531dd.png,Cleavers
56917300092257762426239503887041395840.png,cow
007b3da8b.png,Sugar beet
35ebe165c.png,Loose Silky-bent
0a64e3e6c.png,Loose Silky-bent
65e97117e.png,Loose Silky-bent
ac3193f78.png,Common Chickweed
bf3924a57.png,Common Chickweed
c26ccf73c.png,Common Chickweed
29ce426a1.png,Common Chickweed
c10ccbd82.png,Shepherds Purse
fa5fd1384.png,Shepherds Purse
c5e419015.png,Scentless Mayweed
1c680883c.png,Loose Silky-bent
4280164400535057109286884511271219794.png,cat
c35efa095.png,Scentless Mayweed
32b42c120.png,Small-flowered Cranesbill
218572383383613116731843791557167533814.png,horse
686dc7ec8.png,Loose Silky-bent
f4021df6c.png,Shepherds Purse
88043886972843562702142934560096402483.png,dog
c7051c902.png,Common Chickweed
c832e4302.png,Fat Hen
efe19dc32.png,Charlock
adb7a032c.png,Loose Silky-bent
429211ee6.png,Fat Hen
33748968f.png,Cleavers
4049a6ea6.png,Loose Silky-bent
da4ed3a28.png,Charlock
52509726095920577976850197126416349547.png,cat
a2b703e21.png,Small-flowered Cranesbill
6be169e41.png,Shepherds Purse
7615e52d3.png,Cleavers
14090112419467635596243152474014384963.png,cow
c63da993b.png,Sugar beet
780bd2a2c.png,Sugar beet
272052943815228679401343895304689918359.png,cat
02cfeb38d.png,Loose Silky-bent
b4f7c9214.png,Loose Silky-bent
8a4d3a1b1.png,Loose Silky-bent
a93f940d6.png,Scentless Mayweed
86c309150.png,Sugar beet
292137704194734036030075239273219056470.png,cow
6edc76e7c.png,Small-flowered Cranesbill
728eabae1.png,Charlock
a800caead.png,Sugar beet
599c82eea.png,Loose Silky-bent
20817c846.png,Scentless Mayweed
5a6bf96f6.png,Maize
bd72d4d8a.png,Scentless Mayweed
8f523520c.png,Shepherds Purse
5ee9d0a5b.png,Loose Silky-bent
2d5058a59.png,Common Chickweed
03e322a29.png,Sugar beet
c1ecff98b.png,Loose Silky-bent
100678009896320647899893409088656908765.png,cow
166441517905955823139547549624675940523.png,cow
a0f37c726.png,Small-flowered Cranesbill
589e643b8.png,Shepherds Purse
0d117d910.png,Common Chickweed
9aa5587fe.png,Loose Silky-bent
060f1dc84.png,Charlock
f25996db8.png,Small-flowered Cranesbill
c75a82234.png,Scentless Mayweed
167036249800467535507023746338272377946.png,cow
34dd57ca9.png,Loose Silky-bent
d09275360.png,Sugar beet
96ecad7a1.png,Small-flowered Cranesbill
26e7ae885.png,Fat Hen
7696badea.png,Loose Silky-bent
c5e88cd42.png,Common Chickweed
862b8e7a0.png,Sugar beet
24dbc3b21.png,Sugar beet
632156793.png,Cleavers
37142287413060832387989434210431520690.png,cat
b03397525.png,Loose Silky-bent
33448fe39.png,Loose Silky-bent
90d119d25.png,Common Chickweed
b687160f5.png,Small-flowered Cranesbill
e96e57a90.png,Shepherds Purse
f3fcfff1b.png,Charlock
155756667098961875765933154970540649956.png,cow
59358cd44.png,Small-flowered Cranesbill
47b7d8e17.png,Small-flowered Cranesbill
6908fb540.png,Sugar beet
219455120290804822669302628899595226286.png,cat
1364b297a.png,Cleavers
f2dc546ca.png,Cleavers
2406d6c99.png,Shepherds Purse
126a71ce0.png,Charlock
b145ba9d4.png,Scentless Mayweed
87f627bf9.png,Common Chickweed
7b52585da.png,Loose Silky-bent
44e8b8833.png,Small-flowered Cranesbill
8d6acbe9b.png,Common Chickweed
88d8a4508.png,Fat Hen
8a30b2de3.png,Common wheat
0086a6340.png,Common Chickweed
55251925f.png,Common Chickweed
043449b0b.png,Sugar beet
325943156157125577042328598477643459225.png,cat
22fbf13d6.png,Loose Silky-bent
116704387373891336451565740440867502286.png,cow
0bf7bfb05.png,Loose Silky-bent
314975112001815520539544433871319897870.png,cat
11816076994895324649934163808334277882.png,dog
523e5505c.png,Fat Hen
d8f4923f8.png,Common Chickweed
cc3d2a59a.png,Common wheat
240486860101241591988646368956502058242.png,dog
ef02b4ee7.png,Sugar beet
4f83143e1.png,Maize
222213340463524013031035623127471049874.png,dog
1b6a6494d.png,Sugar beet
25124888688781975905622243339168702167.png,dog
162067984167559497589802256577226317703.png,dog
248173364742838721675489634048745283488.png,horse
a83820a2c.png,Sugar beet
a35fd6fbb.png,Common Chickweed
3dd52bd2a.png,Small-flowered Cranesbill
69344847646008003226000890002787943907.png,cow
acdb75e00.png,Loose Silky-bent
4e18ab737.png,Cleavers
117543511520732421976880066624886538965.png,cow
08d591441.png,Sugar beet
2f246d688.png,Small-flowered Cranesbill
112485258353284290672019959199048368754.png,cat
214613186751357559379922587688155333442.png,cow
64fe8beb9.png,Scentless Mayweed
1be0713da.png,Cleavers
a85fc8c9a.png,Small-flowered Cranesbill
b1cd2a91e.png,Cleavers
a276c65f7.png,Loose Silky-bent
07e62f903.png,Maize
5f04aed97.png,Small-flowered Cranesbill
297335725476089120308901425880491464743.png,horse
140874279045691525639698180662781108545.png,cow
dcd7ff249.png,Scentless Mayweed
8874bba69.png,Loose Silky-bent
fadc6adbc.png,Charlock
1d321253f.png,Fat Hen
897e5a8de.png,Cleavers
fbf88b6be.png,Charlock
110611044018222634138856823020713578824.png,cat
3f64c2c1b.png,Common wheat
39858776a.png,Cleavers
323408344544652499497775096969478523194.png,cat
fb022edf9.png,Fat Hen
0d31e6602.png,Small-flowered Cranesbill
93079d970.png,Sugar beet
6680836dd.png,Sugar beet
f66ae4070.png,Shepherds Purse
721be0a4a.png,Loose Silky-bent
0ee4ad224.png,Scentless Mayweed
72555447363456976865511676921847571677.png,cow
599691cd9.png,Small-flowered Cranesbill
86f08e6d1.png,Fat Hen
df11d56a7.png,Sugar beet
d3331e071.png,Fat Hen
46c14fde2.png,Loose Silky-bent
2d9c798f9.png,Small-flowered Cranesbill
232615359403760498171902254514234787663.png,cow
3e9f41817.png,Loose Silky-bent
c069fc3fa.png,Fat Hen
65489944f.png,Shepherds Purse
a74d475c2.png,Common Chickweed
74d810f87.png,Loose Silky-bent
aad8375e0.png,Shepherds Purse
4a337a4a9.png,Fat Hen
a254d71f6.png,Loose Silky-bent
258631332018335530473018258544371337604.png,cow
e1abb4ff9.png,Sugar beet
63c07d340.png,Sugar beet
55fed435f.png,Maize
1e095a7e1.png,Small-flowered Cranesbill
8ca6140ca.png,Loose Silky-bent
cc74feadc.png,Loose Silky-bent
e5e3dccff.png,Common wheat
a169b71e7.png,Charlock
3281183f9.png,Scentless Mayweed
406ecb5c5.png,Charlock
974959ec1.png,Common wheat
7fdb7202d.png,Scentless Mayweed
207695716330411009239100211329772817253.png,dog
085974290.png,Fat Hen
313231939987799596951903524823531770007.png,cat
9baf94467.png,Sugar beet
6982a9d30.png,Small-flowered Cranesbill
664194d19.png,Small-flowered Cranesbill
3eda9cbb6.png,Scentless Mayweed
ce3d280eb.png,Common Chickweed
128666660697340047860559405866579513119.png,cat
226359594838668908864724935895635261518.png,cow
77ccb8b2a.png,Small-flowered Cranesbill
8faadb6a8.png,Sugar beet
52dc7a4d6.png,Common Chickweed
4e1190d78.png,Loose Silky-bent
da231c97f.png,Common Chickweed
c0bc3997b.png,Scentless Mayweed
249451222255011971456357460003031103449.png,horse
81820588195773871709617053255895796936.png,dog
cbba27d89.png,Maize
217902267119307572045944953308417248515.png,cow
9d3cb4745.png,Common wheat
521b27a17.png,Loose Silky-bent
5bbc0a255.png,Common Chickweed
67e185673.png,Small-flowered Cranesbill
53e6e9000.png,Common wheat
f4234cf4f.png,Fat Hen
4c7838de4.png,Common Chickweed
a19c3faca.png,Charlock
f4e7733d4.png,Small-flowered Cranesbill
8311740de.png,Fat Hen
c88ebfb47.png,Small-flowered Cranesbill
e471f1d3a.png,Charlock
36d62bf36.png,Common wheat
9c0c5b731.png,Loose Silky-bent
41e07778c.png,Cleavers
203805660439442335201150329870714860334.png,cow
5c3cd7ea2.png,Scentless Mayweed
203265593202860009460420706164069523935.png,dog
52319067382024617228519468580881978006.png,dog
a935ca110.png,Loose Silky-bent
2f0004a7f.png,Common wheat
da9ef7858.png,Charlock
304134872278207184283087089127775511200.png,cat
148bbda66.png,Charlock
b39c71707.png,Maize
a544fc46d.png,Scentless Mayweed
4c5ab9b68.png,Cleavers
cae684f8f.png,Charlock
1459e96a0.png,Cleavers
23bc8ec4f.png,Common Chickweed
d09d24c58.png,Loose Silky-bent
8db450ce3.png,Common Chickweed
f4ad9d950.png,Sugar beet
05341a8a6.png,Scentless Mayweed
5315c2dca.png,Loose Silky-bent
244591306613618370516978986964206711815.png,cow
268466161340733945642407791701377458241.png,cat
5296835a0.png,Small-flowered Cranesbill
721b2c47a.png,Fat Hen
1d56351b2.png,Common Chickweed
79d93bc96.png,Loose Silky-bent
50de8a115.png,Shepherds Purse
6df8e31ea.png,Charlock
cd5f0db1c.png,Small-flowered Cranesbill
e82017baa.png,Loose Silky-bent
d668409ff.png,Black-grass
279df95f2.png,Sugar beet
9cce7328c.png,Loose Silky-bent
187668bde.png,Scentless Mayweed
406162ef9.png,Charlock
490c4f9c8.png,Common wheat
32c86784b.png,Common Chickweed
114772305850941529804817023941438556136.png,cow
b31292706.png,Common Chickweed
134223686023004660961320948290751077062.png,horse
57763307770861539621564823814776214127.png,dog
3185294c8.png,Scentless Mayweed
bfab3e3d0.png,Sugar beet
122913909.png,Maize
47f9e5d91.png,Common Chickweed
3b73c3b61.png,Scentless Mayweed
235345302867770592133568317043735054079.png,dog
3f826b318.png,Common Chickweed
e15472085.png,Common Chickweed
37c3108d6.png,Shepherds Purse
d0152bd7c.png,Fat Hen
abf8b0772.png,Scentless Mayweed
154724755307757630427856846047520394512.png,horse
16357b436.png,Loose Silky-bent
156501488117142425871132707485449087127.png,cat
301147076855745514250934905419632318975.png,cow
86676d627.png,Loose Silky-bent
b30ab4659.png,Shepherds Purse
98579764887662716283988121658046843319.png,cow
7a38416be.png,Charlock
6b9d6f8c9.png,Sugar beet
116b136de.png,Sugar beet
e19673dc9.png,Charlock
fe29629fb.png,Loose Silky-bent
7f9e9565d.png,Scentless Mayweed
42e7ed442.png,Shepherds Purse
a38b8a581.png,Small-flowered Cranesbill
03ef36742.png,Scentless Mayweed
06d12f6fa.png,Shepherds Purse
294424611615990486145336901939260155032.png,cow
fba8fc78a.png,Loose Silky-bent
39453312692293265931452091481804719003.png,dog
e9d48d664.png,Shepherds Purse
48231e475.png,Scentless Mayweed
3526b05cc.png,Scentless Mayweed
7506c0c02.png,Shepherds Purse
770a265f5.png,Small-flowered Cranesbill
2ff5cb348.png,Sugar beet
f48916a8c.png,Scentless Mayweed
66ab0e8d0.png,Charlock
1bf9b94a6.png,Shepherds Purse
578085607549996704754764695939539694.png,dog
55920f07f.png,Maize
8303b27ed.png,Loose Silky-bent
8e6ec1ca6.png,Small-flowered Cranesbill
88ac6df54.png,Loose Silky-bent
592cc5b89.png,Loose Silky-bent
e73e308be.png,Fat Hen
3efa1f66c.png,Loose Silky-bent
5bc6595f6.png,Maize
6c874918c.png,Loose Silky-bent
a8da9c08d.png,Charlock
e84464f5a.png,Cleavers
1694a70e4.png,Scentless Mayweed
20f983a71.png,Fat Hen
00c47e980.png,Sugar beet
a8de7c1b7.png,Loose Silky-bent
2e86f1085.png,Fat Hen
c64370a72.png,Sugar beet
cfb18d262.png,Scentless Mayweed
953496deb.png,Fat Hen
0c45ace27.png,Common Chickweed
2a667e099.png,Fat Hen
539961189.png,Common Chickweed
856f2910a.png,Small-flowered Cranesbill
4bbfd1e05.png,Cleavers
26852751a.png,Charlock
39020541516125191390856189913208363630.png,cow
647689543.png,Loose Silky-bent
fda39e16f.png,Loose Silky-bent
ec08a5d56.png,Small-flowered Cranesbill
754b1adf8.png,Small-flowered Cranesbill
711b46fba.png,Shepherds Purse
8cf909eb3.png,Charlock
219fd68d5.png,Scentless Mayweed
9c8b08a24.png,Loose Silky-bent
653193c1a.png,Common wheat
14bb43eee.png,Common wheat
17a78fb44.png,Common wheat
3da774107.png,Fat Hen
c7b07431e.png,Scentless Mayweed
a74bf916d.png,Shepherds Purse
a8388a37f.png,Fat Hen
60f0bc617.png,Small-flowered Cranesbill
8a32d0bfa.png,Small-flowered Cranesbill
00d090cde.png,Loose Silky-bent
e4a76885b.png,Maize
fd925f542.png,Common Chickweed
e15fce4f2.png,Scentless Mayweed
c74c5b7fc.png,Shepherds Purse
37e545a60.png,Common Chickweed
cd6adba97.png,Small-flowered Cranesbill
1312065a5.png,Small-flowered Cranesbill
8b043093d.png,Small-flowered Cranesbill
e5881dd33.png,Fat Hen
78c5fba1d.png,Scentless Mayweed
305103817997933688959159719983626330537.png,cow
ef7a5651d.png,Scentless Mayweed
fea1d13d6.png,Small-flowered Cranesbill
129912795065426341768877479705680766581.png,dog
9fab816f2.png,Fat Hen
60fea2ef6.png,Sugar beet
afa446484.png,Small-flowered Cranesbill
53ceb4657.png,Common Chickweed
2ea664465.png,Sugar beet
fea355851.png,Loose Silky-bent
177597797005870580821610305585986395357.png,dog
a060c1cf8.png,Maize
d563be369.png,Fat Hen
327234189712878220381244383128070883371.png,cow
0911d3dee.png,Common Chickweed
391dcd7fd.png,Loose Silky-bent
8d6991365.png,Common wheat
c5078bac5.png,Loose Silky-bent
0751c0bbc.png,Sugar beet
213010846992993125757394995282035612722.png,dog
c0f5d9ac8.png,Small-flowered Cranesbill
5af1d74ee.png,Scentless Mayweed
35cf9fa01.png,Shepherds Purse
71e73a8a0.png,Sugar beet
dabe3e5be.png,Small-flowered Cranesbill
6da892be6.png,Small-flowered Cranesbill
dabea05f4.png,Loose Silky-bent
4e9d3765f.png,Charlock
e901b0f28.png,Fat Hen
158568641639916073956357578317310077522.png,cow
77360151594581870619931401915376057672.png,cow
165681fd9.png,Shepherds Purse
75292165844306098058798030144890044057.png,cow
65d08b894.png,Sugar beet
8301b0547.png,Charlock
99569b224.png,Common wheat
976e4e079.png,Common Chickweed
a8b431a3e.png,Sugar beet
f85ed9b6d.png,Shepherds Purse
5817b766d.png,Common Chickweed
285676140404979007787341663388364583395.png,dog
4b032563b.png,Common Chickweed
606647f64.png,Common Chickweed
b944a49ca.png,Loose Silky-bent
8ece6efec.png,Scentless Mayweed
f33e9d918.png,Scentless Mayweed
6d6eb3830.png,Shepherds Purse
d41d87796.png,Scentless Mayweed
b026bf8ca.png,Loose Silky-bent
b62dca166.png,Fat Hen
77641762340000575402719745289950213964.png,cat
4823c3ffa.png,Loose Silky-bent
338c7e907.png,Charlock
e52493d0b.png,Fat Hen
199155473599124684710769961471332427726.png,cat
1456216224179311383053419850660836360.png,dog
214239112776057343946791626655568338539.png,horse
b130a0632.png,Cleavers
0caeda5df.png,Common wheat
0c51bf229.png,Maize
590f5aea6.png,Charlock
e3f50adfc.png,Cleavers
d488a4fe1.png,Common wheat
8cfd98117.png,Scentless Mayweed
e5064f6be.png,Sugar beet
174584585708402934949468205947202087528.png,cow
239bdf640.png,Charlock
0c5f6c493.png,Small-flowered Cranesbill
b6a3f7876.png,Loose Silky-bent
c2de6020a.png,Small-flowered Cranesbill
24a058589.png,Charlock
59e1cea8d.png,Cleavers
be2499cf4.png,Loose Silky-bent
17529c555.png,Scentless Mayweed
19fdf19fb.png,Common wheat
fef2ade8c.png,Sugar beet
a0b393945.png,Small-flowered Cranesbill
134517694510611052674113344385520452621.png,cow
c0461776c.png,Common Chickweed
699d3c707.png,Sugar beet
aa7d098d1.png,Common Chickweed
197949903143766509354888794770564649727.png,cat
ef3e232ad.png,Common Chickweed
615d2b0a9.png,Sugar beet
ce42adffb.png,Loose Silky-bent
fdea6b119.png,Loose Silky-bent
cf3a8b2fd.png,Loose Silky-bent
aecfaed64.png,Shepherds Purse
20ea96bcc.png,Fat Hen
800a8c17e.png,Fat Hen
0ebf8f2f4.png,Maize
966ae5ad9.png,Loose Silky-bent
c10db7ae2.png,Maize
a2d25b4f3.png,Small-flowered Cranesbill
f351ce097.png,Loose Silky-bent
a2c89c367.png,Charlock
4bbf1f6ea.png,Shepherds Purse
39d569be4.png,Loose Silky-bent
126885852381802297485400046421120374507.png,cat
29f49cd0b.png,Fat Hen
92292055d.png,Common Chickweed
fda0b5c38.png,Common wheat
c06e7c748.png,Scentless Mayweed
b6f3d8b5d.png,Scentless Mayweed
ff65bc002.png,Charlock
6802506029821315220865816476049833091.png,cow
8170d33c1.png,Maize
fd253a74e.png,Small-flowered Cranesbill
279824515966779663404071810018281739488.png,Common Chickweed
258b1183c.png,Cleavers
e721c6ac8.png,Loose Silky-bent
c6b76307d.png,Cleavers
3f92d8039.png,Loose Silky-bent
00ef713a8.png,Common Chickweed
71b232519.png,Loose Silky-bent
d7017f701.png,Fat Hen
36839d5e9.png,Shepherds Purse
f6d250856.png,Shepherds Purse
dd5ec63d9.png,Sugar beet
60685184629783975228902220329011389722.png,cow
d93c7ab6d.png,Loose Silky-bent
a3d0031fd.png,Loose Silky-bent
79dafec17.png,Loose Silky-bent
2df78338c.png,Common Chickweed
184823180061507477615223147578186422542.png,cat
5bd71f445.png,Common Chickweed
8455169fe.png,Common wheat
62950154961377561969019821661100027286.png,cow
3827436f3.png,Common Chickweed
0625f063b.png,Common Chickweed
e0ec5b6a1.png,Sugar beet
a006a475c.png,Common Chickweed
03a2ee656.png,Small-flowered Cranesbill
274372570541658989154427999749713792787.png,cat
e6f1211a2.png,Sugar beet
9a3f20121.png,Loose Silky-bent
165697452593065637739550612453914041943.png,dog
dd9f36df7.png,Small-flowered Cranesbill
82878454518725124540355488923463334419.png,cat
ce15eee52.png,Charlock
5800821529197395684376383811505648904.png,cow
dce2f6612.png,Common Chickweed
61dd2cdc5.png,Common wheat
fea3da57c.png,Sugar beet
8e2e5604e.png,Sugar beet
218874480359658910745178439199095919505.png,cat
1758a1baf.png,Common Chickweed
106969068951140273655041470296347064369.png,cow
01291174f.png,Fat Hen
dfb1d9012.png,Loose Silky-bent
444473900.png,Common wheat
124047223733496743652165022394853255380.png,Sugar beet
e80a259c5.png,Small-flowered Cranesbill
bb1d1bfd3.png,Charlock
b3d6fdb80.png,Shepherds Purse
03566743d.png,Shepherds Purse
163695579935400027337996780584674285580.png,cow
ae90f2827.png,Common Chickweed
7c85b0265.png,Loose Silky-bent
2a5064f19.png,Common wheat
cf46d09c5.png,Common Chickweed
23e480e64.png,Shepherds Purse
e98e5d1d5.png,Loose Silky-bent
2533256648758739248155804939325373193.png,cow
060450d79.png,Common Chickweed
071cb3ece.png,Fat Hen
cbe761896.png,Charlock
c50335991.png,Fat Hen
f9ea23fb5.png,Fat Hen
f1f7c833f.png,Shepherds Purse
eec1079a1.png,Charlock
cf90fc52d.png,Maize
b3e08b037.png,Fat Hen
963544aa0.png,Loose Silky-bent
37714071b.png,Shepherds Purse
d14aa43f3.png,Small-flowered Cranesbill
3d65168c2.png,Common Chickweed
837ac0270.png,Scentless Mayweed
204914159507302442852853896207647602575.png,dog
59f62ad1d.png,Loose Silky-bent
9326bda1b.png,Common Chickweed
276249131300663132701713329212435180433.png,cow
336557156944137706503115774917439449533.png,dog
207375459522060103334423353450491069833.png,dog
04814f36d.png,Scentless Mayweed
d515398fd.png,Loose Silky-bent
d2f422ccb.png,Common Chickweed
2d992d1fb.png,Loose Silky-bent
56a01b835.png,Cleavers
248436078.png,Cleavers
3d38a87bc.png,Loose Silky-bent
6b721f68e.png,Loose Silky-bent
256605108858811806670633595745785987524.png,dog
5ca0205f9.png,Charlock
216086960249390153242908794497879657166.png,dog
97844bfd5.png,Shepherds Purse
14380194072277964234041208705738750077.png,cow
063363305.png,Small-flowered Cranesbill
146785100480898461107064555952020161494.png,dog
d9c50616e.png,Sugar beet
260071317580112326382061405707000841570.png,dog
1cfd91582.png,Charlock
24d36c52c.png,Common Chickweed
67ce3eaa6.png,Small-flowered Cranesbill
827279bad.png,Scentless Mayweed
f593c9cf0.png,Sugar beet
1623fb9e1.png,Fat Hen
133841806823844001284779128832235658927.png,dog
6a41bf95b.png,Scentless Mayweed
808cf55c6.png,Shepherds Purse
5eb9c26a6.png,Loose Silky-bent
323962859341397187559733874890643216236.png,horse
c0d9e170b.png,Small-flowered Cranesbill
752101fdf.png,Small-flowered Cranesbill
fd87b36ae.png,Loose Silky-bent
4b155fb07.png,Maize
35a90f8d0.png,Scentless Mayweed
1fefb54b7.png,Fat Hen
324338038775833126048298558622079712516.png,dog
207124969784208891168375283776935742454.png,Loose Silky-bent
089ad62a7.png,Common Chickweed
f9f35cbd4.png,Common Chickweed
0885e7690.png,Scentless Mayweed
4f44ca525.png,Common Chickweed
305879860867209537951966405217020312128.png,cow
659412b1a.png,Loose Silky-bent
205df1df3.png,Fat Hen
a5db42f7d.png,Maize
5a38ac566.png,Loose Silky-bent
5883b423d.png,Scentless Mayweed
de0b79659.png,Fat Hen
df7cb5f87.png,Common Chickweed
8dbb8e1b9.png,Charlock
0f6cbe5e8.png,Maize
7b21ba6ba.png,Common Chickweed
277342999464856792510834293312872414793.png,cow
74068643d.png,Loose Silky-bent
200139867815805863838338836300541656717.png,cow
0ad9e7dfb.png,Scentless Mayweed
25fa8d109.png,Common wheat
7d22abf91.png,Scentless Mayweed
b828443ff.png,Maize
e5368474f.png,Scentless Mayweed
604dd663f.png,Shepherds Purse
099b961ec.png,Shepherds Purse
c7ae30f3a.png,Scentless Mayweed
8bc0261c9.png,Loose Silky-bent
52a87abe5.png,Fat Hen
192968486686556129701619561901370849000.png,cat
43093308851330361115509807808566775544.png,cow
cadab6616.png,Shepherds Purse
33317fc2a.png,Fat Hen
131515028209415829337163444258686192234.png,Maize
1d0cbd819.png,Loose Silky-bent
eaf0815e2.png,Small-flowered Cranesbill
63032002817935748760364485428883829421.png,dog
4c8005bbc.png,Loose Silky-bent
2bd74d2da.png,Loose Silky-bent
dc4cd56a3.png,Loose Silky-bent
aee6fa3df.png,Loose Silky-bent
f0ffa00bd.png,Scentless Mayweed
69d1669f8.png,Charlock
d689256be.png,Sugar beet
0c4199daa.png,Loose Silky-bent
87608f7aa.png,Charlock
995c7ab1e.png,Black-grass
8104422bb.png,Common Chickweed
c4ed8ed38.png,Charlock
8916793ce.png,Small-flowered Cranesbill
5779fe8b4.png,Fat Hen
